OrderID,Date,CustomerID,Region,ProductName,Category,Quantity,UnitPrice,TotalAmount,OrderStatus,SalesAgent
100541,2025-01-26,CUST1096,East,Notebook,Stationery,6,29.31,175.86,Completed,Priya
100542,2025-01-05,CUST0477,East,Jeans,Fashion,3,2202.55,6607.65,Completed,Meera
100543,2025-09-13,CUST0761,South,Washing Machine,Home Appliances,7,6919.96,48439.72,Completed,Amit
100544,2025-07-20,CUST0147,South,Shoes,Fashion,3,356.91,1070.73,Completed,Karan
100545,2025-05-08,CUST0789,South,Book,Stationery,2,487.81,975.62,Completed,Amit
100546,2025-04-17,CUST0969,South,Washing Machine,Home Appliances,2,10901.64,21803.28,Completed,Karan
100547,2025-10-09,CUST1067,East,T-Shirt,Fashion,1,2285.23,2285.23,Completed,Karan
100548,2025-04-22,CUST0232,West,Washing Machine,Home Appliances,1,17409.5,17409.5,Completed,Sneha
100549,2025-07-22,CUST0498,East,Smartphone,Electronics,5,3131.14,15655.7,Returned,Meera
100550,2025-09-13,CUST0188,North,Washing Machine,Home Appliances,2,5725.72,11451.44,Returned,Amit
100551,2025-02-24,CUST0258,South,Headphones,Electronics,3,3655.98,10967.94,Completed,Sneha
100552,2025-07-03,CUST1484,West,Notebook,Stationery,1,350.84,350.84,Completed,Amit
100553,2025-12-23,CUST1004,West,Backpack,Stationery,9,161.46,1453.14,Completed,Sneha
100554,2025-11-03,CUST1136,West,Jacket,Fashion,5,2629.45,13147.25,Completed,Rahul
100555,2025-08-21,CUST0002,South,Pen,Stationery,5,279.97,1399.85,Completed,Amit
100556,2025-12-04,CUST1104,South,T-Shirt,Fashion,6,2218.81,13312.86,Completed,Meera
100557,2025-11-25,CUST0660,East,Television,Home Appliances,5,7129.4,35647.0,Completed,Priya
100558,2025-04-14,CUST0220,South,Smartphone,Electronics,3,4430.72,13292.16,Completed,Amit
100559,2025-10-30,CUST0525,East,Backpack,Stationery,9,319.51,2875.59,Completed,Priya
100560,2025-02-10,CUST0959,East,Smartphone,Electronics,8,4677.82,37422.56,Completed,Arjun
100561,2025-01-21,CUST0145,North,Shoes,Fashion,10,944.28,9442.8,Completed,Neha
100562,2025-04-08,CUST0396,West,Laptop,Electronics,4,2892.47,11569.88,Completed,Rahul
100563,2025-08-23,CUST1439,South,Book,Stationery,10,191.82,1918.2,Cancelled,Rahul
100564,2025-12-03,CUST0324,South,Television,Home Appliances,7,10589.16,74124.12,Returned,Sneha
100565,2025-08-09,CUST1487,North,Jeans,Fashion,7,2339.72,16378.04,Completed,Neha
100566,2025-08-18,CUST0814,East,Pen,Stationery,6,481.59,2889.54,Completed,Karan
100567,2025-06-04,CUST0014,North,Mouse,Electronics,3,4970.35,14911.05,Returned,Neha
100568,2025-09-19,CUST1140,West,Shoes,Fashion,5,2773.51,13867.55,Completed,Meera
100569,2025-10-26,CUST0512,West,T-Shirt,Fashion,3,941.97,2825.91,Completed,Karan
100570,2025-04-22,CUST0159,North,Mouse,Electronics,7,3060.79,21425.53,Cancelled,Rahul
100571,2025-01-20,CUST1497,South,Book,Stationery,10,328.28,3282.8,Completed,Amit
100572,2025-03-03,CUST0465,East,Jeans,Fashion,7,1366.26,9563.82,Completed,Arjun
100573,2025-10-04,CUST1157,West,Headphones,Electronics,9,685.32,6167.88,Completed,Neha
100574,2025-11-01,CUST1179,East,Refrigerator,Home Appliances,7,19449.76,136148.32,Completed,Karan
100575,2025-09-01,CUST1171,East,Notebook,Stationery,3,181.36,544.08,Completed,Karan
100576,2025-12-24,CUST0268,West,Keyboard,Electronics,9,2455.21,22096.89,Completed,Neha
100577,2025-11-12,CUST1074,West,Backpack,Stationery,10,114.13,1141.3,Completed,Karan
100578,2025-12-10,CUST0848,South,Pen,Stationery,10,63.01,630.1,Completed,Neha
100579,2025-06-06,CUST0347,North,Jeans,Fashion,10,2035.15,20351.5,Completed,Meera
100580,2025-04-30,CUST0409,North,Washing Machine,Home Appliances,1,18560.05,18560.05,Completed,Priya
100581,2025-03-17,CUST0590,East,Laptop,Electronics,4,4770.23,19080.92,Completed,Priya
100582,2025-04-18,CUST1102,West,Jacket,Fashion,8,263.69,2109.52,Completed,Karan
100583,2025-12-06,CUST1079,East,Notebook,Stationery,1,200.77,200.77,Completed,Amit
100584,2025-08-27,CUST1341,East,T-Shirt,Fashion,10,959.59,9595.9,Completed,Karan
100585,2025-11-29,CUST0792,West,Shoes,Fashion,1,1018.99,1018.99,Returned,Priya
100586,2025-04-06,CUST0408,South,Jacket,Fashion,10,1688.37,16883.7,Completed,Amit
100587,2025-09-08,CUST0806,West,Smartphone,Electronics,9,1872.17,16849.53,Completed,Sneha
100588,2025-09-14,CUST0565,East,Jeans,Fashion,4,2988.78,11955.12,Completed,Arjun
100589,2025-06-24,CUST0805,West,Mouse,Electronics,5,1515.12,7575.6,Completed,Arjun
100590,2025-08-07,CUST0640,North,Washing Machine,Home Appliances,4,11885.07,47540.28,Completed,Rahul
100591,2025-12-17,CUST0415,West,Television,Home Appliances,3,12039.58,36118.74,Completed,Rahul
100592,2025-06-12,CUST0139,East,Notebook,Stationery,10,460.21,4602.1,Completed,Rahul
100593,2025-06-05,CUST0908,North,Headphones,Electronics,7,4825.38,33777.66,Completed,Neha
100594,2025-11-10,CUST1264,North,Smartphone,Electronics,3,617.89,1853.67,Completed,Neha
100595,2025-12-19,CUST0977,West,Refrigerator,Home Appliances,1,7825.97,7825.97,Completed,Meera
100596,2025-03-12,CUST0336,West,T-Shirt,Fashion,7,1576.05,11032.35,Completed,Arjun
100597,2025-12-10,CUST0416,West,Headphones,Electronics,7,1501.49,10510.43,Completed,Meera
100598,2025-08-07,CUST0830,East,Pen,Stationery,8,446.04,3568.32,Completed,Arjun
100599,2025-10-20,CUST1217,East,Jacket,Fashion,10,2829.59,28295.9,Completed,Meera
100600,2025-07-22,CUST0081,South,Book,Stationery,4,268.98,1075.92,Completed,Amit
100601,2025-06-05,CUST0586,South,Washing Machine,Home Appliances,8,8562.76,68502.08,Completed,Karan
100602,2025-11-27,CUST0926,East,Mouse,Electronics,3,2586.11,7758.33,Completed,Priya
100603,2025-07-31,CUST0663,South,Television,Home Appliances,9,3570.83,32137.47,Completed,Meera
100604,2025-12-21,CUST1329,West,Washing Machine,Home Appliances,2,5751.56,11503.12,Completed,Priya
100605,2025-02-13,CUST1073,South,Laptop,Electronics,8,3353.33,26826.64,Completed,Rahul
100606,2025-06-21,CUST1159,West,Backpack,Stationery,1,388.76,388.76,Completed,Rahul
100607,2025-06-08,CUST1496,South,Television,Home Appliances,1,8972.05,8972.05,Completed,Rahul
100608,2025-05-10,CUST0026,South,Smartphone,Electronics,4,515.9,2063.6,Completed,Meera
100609,2025-10-29,CUST1351,South,Mouse,Electronics,8,1570.45,12563.6,Completed,Meera
100610,2025-10-08,CUST0570,West,Mouse,Electronics,10,529.58,5295.8,Completed,Rahul
100611,2025-01-17,CUST1367,North,Headphones,Electronics,1,1154.18,1154.18,Completed,Priya
100612,2025-03-24,CUST1377,North,Laptop,Electronics,7,4971.81,34802.67,Completed,Rahul
100613,2025-06-03,CUST0662,North,Pen,Stationery,1,64.7,64.7,Cancelled,Priya
100614,2025-03-04,CUST1423,North,Book,Stationery,5,245.99,1229.95,Completed,Arjun
100615,2025-02-25,CUST1171,East,Television,Home Appliances,4,12629.02,50516.08,Completed,Karan
100616,2025-11-16,CUST0725,West,Pen,Stationery,5,272.19,1360.95,Completed,Meera
100617,2025-04-30,CUST1452,North,Backpack,Stationery,3,444.16,1332.48,Returned,Amit
100618,2025-03-02,CUST0425,South,Laptop,Electronics,8,3314.57,26516.56,Completed,Sneha
100619,2025-12-20,CUST0577,North,T-Shirt,Fashion,1,1993.73,1993.73,Cancelled,Karan
100620,2025-06-20,CUST0700,South,Jeans,Fashion,1,518.74,518.74,Completed,Amit
100621,2025-12-11,CUST0982,South,Refrigerator,Home Appliances,6,16842.68,101056.08,Cancelled,Rahul
100622,2025-10-02,CUST0687,South,Notebook,Stationery,8,448.19,3585.52,Cancelled,Arjun
100623,2025-12-14,CUST0647,East,Mouse,Electronics,5,3042.24,15211.2,Completed,Sneha
100624,2025-01-16,CUST0695,South,Shoes,Fashion,3,985.29,2955.87,Completed,Rahul
100625,2025-06-07,CUST1445,North,Notebook,Stationery,10,76.09,760.9,Completed,Karan
100626,2025-07-10,CUST0926,North,Book,Stationery,8,440.98,3527.84,Completed,Karan
100627,2025-04-14,CUST0190,South,Refrigerator,Home Appliances,6,15913.94,95483.64,Completed,Meera
100628,2025-09-26,CUST0636,North,Refrigerator,Home Appliances,6,18549.1,111294.6,Completed,Priya
100629,2025-09-25,CUST0238,East,Refrigerator,Home Appliances,1,9728.0,9728.0,Completed,Amit
100630,2025-02-22,CUST1067,North,Headphones,Electronics,8,4501.34,36010.72,Completed,Karan
100631,2025-05-22,CUST1091,North,Washing Machine,Home Appliances,4,4658.37,18633.48,Cancelled,Priya
100632,2025-01-08,CUST1276,East,T-Shirt,Fashion,3,966.18,2898.54,Completed,Sneha
100633,2025-05-26,CUST1176,West,Jeans,Fashion,3,2841.18,8523.54,Completed,Karan
100634,2025-08-30,CUST1384,East,Jacket,Fashion,1,564.21,564.21,Completed,Amit
100635,2025-11-02,CUST1214,South,Keyboard,Electronics,7,1305.42,9137.94,Completed,Karan
100636,2025-08-27,CUST1163,West,T-Shirt,Fashion,9,419.93,3779.37,Completed,Meera
100637,2025-12-30,CUST0954,South,Keyboard,Electronics,5,3580.15,17900.75,Completed,Neha
100638,2025-07-20,CUST0376,North,Television,Home Appliances,5,18344.37,91721.85,Cancelled,Sneha
100639,2025-02-27,CUST0720,South,Backpack,Stationery,1,51.38,51.38,Completed,Rahul
100640,2025-09-18,CUST0211,South,Jeans,Fashion,10,1809.1,18091.0,Cancelled,Priya
100641,2025-07-25,CUST1210,South,Shoes,Fashion,5,1691.69,8458.45,Completed,Neha
100642,2025-04-17,CUST1422,South,Washing Machine,Home Appliances,7,2255.14,15785.98,Cancelled,Arjun
100643,2025-02-09,CUST1458,South,T-Shirt,Fashion,3,2055.31,6165.93,Completed,Meera
100644,2025-07-27,CUST0143,East,Shoes,Fashion,8,693.29,5546.32,Completed,Arjun
100645,2025-03-13,CUST1190,East,Jacket,Fashion,1,453.49,453.49,Cancelled,Rahul
100646,2025-08-17,CUST0401,West,Pen,Stationery,7,315.47,2208.29,Completed,Sneha
100647,2025-06-26,CUST0183,East,Jeans,Fashion,7,2209.82,15468.74,Completed,Arjun
100648,2025-10-09,CUST0109,East,Washing Machine,Home Appliances,1,8015.23,8015.23,Completed,Sneha
100649,2025-12-26,CUST1209,South,Headphones,Electronics,1,1558.59,1558.59,Completed,Arjun
100650,2025-12-06,CUST0356,South,Backpack,Stationery,7,281.66,1971.62,Completed,Arjun
100651,2025-12-10,CUST0258,West,Jacket,Fashion,3,1007.72,3023.16,Completed,Amit
100652,2025-03-11,CUST0174,West,Television,Home Appliances,8,13500.61,108004.88,Completed,Arjun
100653,2025-09-18,CUST0869,South,Backpack,Stationery,10,106.3,1063.0,Completed,Neha
100654,2025-09-13,CUST1497,West,Washing Machine,Home Appliances,10,1141.17,11411.7,Completed,Karan
100655,2025-10-18,CUST0990,North,Pen,Stationery,1,489.55,489.55,Completed,Meera
100656,2025-05-24,CUST0953,East,Smartphone,Electronics,9,4926.11,44334.99,Completed,Priya
100657,2025-10-04,CUST1188,North,Washing Machine,Home Appliances,2,13997.41,27994.82,Completed,Sneha
100658,2025-08-29,CUST1176,North,Keyboard,Electronics,8,2806.98,22455.84,Completed,Karan
100659,2025-11-02,CUST0623,North,T-Shirt,Fashion,1,2146.14,2146.14,Completed,Meera
100660,2025-05-30,CUST1279,East,Television,Home Appliances,1,13470.08,13470.08,Completed,Priya
100661,2025-05-23,CUST0517,West,Television,Home Appliances,2,17177.46,34354.92,Completed,Karan
100662,2025-10-30,CUST0310,South,Shoes,Fashion,2,1890.7,3781.4,Completed,Rahul
100663,2025-09-28,CUST0068,North,T-Shirt,Fashion,8,706.27,5650.16,Returned,Rahul
100664,2025-05-02,CUST1354,South,Washing Machine,Home Appliances,7,15636.99,109458.93,Completed,Rahul
100665,2025-05-16,CUST0238,East,Television,Home Appliances,6,2032.19,12193.14,Completed,Arjun
100666,2025-09-30,CUST0479,South,Pen,Stationery,8,378.15,3025.2,Completed,Arjun
100667,2025-08-11,CUST0025,North,Pen,Stationery,3,274.61,823.83,Returned,Meera
100668,2025-01-22,CUST0200,North,Pen,Stationery,9,347.78,3130.02,Returned,Arjun
100669,2025-02-20,CUST0523,South,Jeans,Fashion,5,947.85,4739.25,Completed,Neha
100670,2025-04-03,CUST0642,East,Television,Home Appliances,6,13876.65,83259.9,Completed,Priya
100671,2025-12-17,CUST0914,North,Keyboard,Electronics,2,2863.69,5727.38,Completed,Karan
100672,2025-02-17,CUST0117,West,T-Shirt,Fashion,1,266.36,266.36,Returned,Priya
100673,2025-12-03,CUST1327,West,Laptop,Electronics,10,1084.58,10845.8,Cancelled,Rahul
100674,2025-02-08,CUST1309,South,Jeans,Fashion,8,2049.34,16394.72,Returned,Karan
100675,2025-02-07,CUST0568,East,Pen,Stationery,5,97.74,488.7,Completed,Sneha
100676,2025-02-05,CUST1008,West,Headphones,Electronics,5,1300.68,6503.4,Completed,Rahul
100677,2025-08-09,CUST0448,East,Book,Stationery,3,279.5,838.5,Returned,Karan
100678,2025-05-09,CUST0914,East,Laptop,Electronics,2,816.86,1633.72,Cancelled,Rahul
100679,2025-12-25,CUST0676,South,Laptop,Electronics,7,1698.96,11892.72,Completed,Meera
100680,2025-02-05,CUST1107,West,Backpack,Stationery,7,425.14,2975.98,Completed,Meera
100681,2025-07-03,CUST0683,North,Mouse,Electronics,9,4707.69,42369.21,Completed,Priya
100682,2025-05-29,CUST1327,West,Jeans,Fashion,2,2555.31,5110.62,Completed,Amit
100683,2025-02-24,CUST1292,North,Notebook,Stationery,5,354.02,1770.1,Completed,Meera
100684,2025-10-31,CUST0489,South,Refrigerator,Home Appliances,1,4668.76,4668.76,Completed,Karan
100685,2025-01-29,CUST0692,East,Backpack,Stationery,1,37.78,37.78,Completed,Neha
100686,2025-02-06,CUST0076,West,Notebook,Stationery,10,131.83,1318.3,Completed,Amit
100687,2025-03-08,CUST0030,West,Book,Stationery,4,356.62,1426.48,Completed,Karan
100688,2025-10-30,CUST0131,East,Keyboard,Electronics,10,1268.1,12681.0,Completed,Neha
100689,2025-12-14,CUST0824,North,Smartphone,Electronics,7,2018.04,14126.28,Completed,Rahul
100690,2025-06-21,CUST0130,East,T-Shirt,Fashion,1,1860.64,1860.64,Completed,Arjun
100691,2025-08-13,CUST0499,East,Television,Home Appliances,6,11514.75,69088.5,Completed,Arjun
100692,2025-01-04,CUST0368,East,Refrigerator,Home Appliances,8,2533.73,20269.84,Completed,Karan
100693,2025-11-24,CUST0555,South,Backpack,Stationery,3,118.96,356.88,Completed,Rahul
100694,2025-11-10,CUST0181,North,Mouse,Electronics,3,3727.39,11182.17,Completed,Amit
100695,2025-02-18,CUST1268,North,Refrigerator,Home Appliances,2,19745.47,39490.94,Cancelled,Neha
100696,2025-02-27,CUST0306,South,Notebook,Stationery,5,45.47,227.35,Completed,Rahul
100697,2025-08-11,CUST0515,North,Laptop,Electronics,6,1782.79,10696.74,Completed,Meera
100698,2025-04-01,CUST0324,East,Laptop,Electronics,1,4661.88,4661.88,Completed,Priya
100699,2025-06-16,CUST0859,West,Smartphone,Electronics,8,3167.18,25337.44,Completed,Sneha
100700,2025-05-02,CUST0845,West,Refrigerator,Home Appliances,6,5327.86,31967.16,Completed,Neha
100701,2025-08-12,CUST0297,West,Keyboard,Electronics,10,2679.83,26798.3,Returned,Meera
100702,2025-04-10,CUST1295,North,Washing Machine,Home Appliances,6,3591.69,21550.14,Returned,Neha
100703,2025-01-31,CUST0575,West,T-Shirt,Fashion,1,2138.19,2138.19,Completed,Meera
100704,2025-04-23,CUST0605,West,Backpack,Stationery,3,384.96,1154.88,Cancelled,Rahul
100705,2025-09-08,CUST0444,South,Refrigerator,Home Appliances,7,17282.5,120977.5,Cancelled,Karan
100706,2025-08-11,CUST1187,West,Keyboard,Electronics,4,1615.24,6460.96,Cancelled,Rahul
100707,2025-08-29,CUST1033,East,Keyboard,Electronics,1,680.26,680.26,Completed,Arjun
100708,2025-02-12,CUST1144,East,Book,Stationery,8,257.74,2061.92,Completed,Arjun
100709,2025-11-28,CUST0186,East,Refrigerator,Home Appliances,6,6620.02,39720.12,Completed,Karan
100710,2025-10-26,CUST0050,South,Television,Home Appliances,8,17300.52,138404.16,Completed,Rahul
100711,2025-12-27,CUST1298,East,Notebook,Stationery,6,320.87,1925.22,Cancelled,Priya
100712,2025-08-07,CUST0553,West,Pen,Stationery,9,35.7,321.3,Cancelled,Priya
100713,2025-12-12,CUST0746,East,Shoes,Fashion,9,2846.9,25622.1,Completed,Sneha
100714,2025-11-28,CUST1145,East,Book,Stationery,6,195.89,1175.34,Completed,Neha
100715,2025-11-29,CUST0980,West,Washing Machine,Home Appliances,4,11253.04,45012.16,Cancelled,Neha
100716,2025-08-05,CUST0568,East,Jeans,Fashion,5,1609.98,8049.9,Completed,Sneha
100717,2025-03-04,CUST0963,North,Backpack,Stationery,9,272.81,2455.29,Completed,Sneha
100718,2025-07-20,CUST0367,North,Smartphone,Electronics,8,892.89,7143.12,Returned,Priya
100719,2025-03-17,CUST1017,West,Smartphone,Electronics,5,1004.11,5020.55,Cancelled,Amit
100720,2025-08-31,CUST0711,South,Jacket,Fashion,9,2808.82,25279.38,Completed,Amit
100721,2025-04-29,CUST1065,North,T-Shirt,Fashion,2,261.7,523.4,Completed,Sneha
100722,2025-09-29,CUST1124,South,Jacket,Fashion,10,2064.39,20643.9,Completed,Rahul
100723,2025-07-10,CUST0591,East,T-Shirt,Fashion,5,834.99,4174.95,Completed,Karan
100724,2025-12-31,CUST1097,North,Notebook,Stationery,10,463.58,4635.8,Completed,Rahul
100725,2025-06-12,CUST1177,West,Refrigerator,Home Appliances,4,3221.43,12885.72,Completed,Sneha
100726,2025-12-07,CUST0650,North,Refrigerator,Home Appliances,9,14435.55,129919.95,Completed,Meera
100727,2025-01-13,CUST0829,South,Television,Home Appliances,5,3308.31,16541.55,Cancelled,Meera
100728,2025-10-07,CUST1040,North,T-Shirt,Fashion,1,2916.42,2916.42,Completed,Karan
100729,2025-10-17,CUST1493,South,Pen,Stationery,10,340.11,3401.1,Completed,Priya
100730,2025-03-01,CUST0631,East,Book,Stationery,3,345.44,1036.32,Completed,Neha
100731,2025-11-08,CUST1314,West,Pen,Stationery,2,176.66,353.32,Completed,Neha
100732,2025-08-17,CUST1387,East,T-Shirt,Fashion,1,434.05,434.05,Returned,Arjun
100733,2025-09-19,CUST0115,North,Washing Machine,Home Appliances,6,12460.27,74761.62,Completed,Arjun
100734,2025-06-26,CUST0720,North,Jacket,Fashion,6,234.13,1404.78,Returned,Priya
100735,2025-08-01,CUST0907,North,Television,Home Appliances,8,15089.03,120712.24,Completed,Arjun
100736,2025-03-15,CUST0426,North,Notebook,Stationery,10,307.01,3070.1,Completed,Sneha
100737,2025-07-29,CUST1309,North,Mouse,Electronics,7,898.02,6286.14,Completed,Meera
100738,2025-05-29,CUST1135,South,Refrigerator,Home Appliances,3,16813.39,50440.17,Completed,Karan
100739,2025-04-25,CUST0055,East,Jacket,Fashion,9,2271.6,20444.4,Completed,Karan
100740,2025-09-09,CUST1409,West,Book,Stationery,5,220.24,1101.2,Completed,Karan
100741,2025-10-25,CUST0985,South,Book,Stationery,10,377.87,3778.7,Cancelled,Meera
100742,2025-01-09,CUST0532,West,Headphones,Electronics,9,3798.31,34184.79,Completed,Rahul
100743,2025-01-28,CUST0559,North,Jacket,Fashion,3,1200.68,3602.04,Completed,Sneha
100744,2025-02-09,CUST1053,West,Headphones,Electronics,5,2883.26,14416.3,Cancelled,Rahul
100745,2025-06-11,CUST1403,North,Mouse,Electronics,3,2946.71,8840.13,Completed,Sneha
100746,2025-03-15,CUST0027,West,Mouse,Electronics,10,2082.33,20823.3,Completed,Sneha
100747,2025-03-25,CUST0210,West,Backpack,Stationery,6,462.04,2772.24,Completed,Neha
100748,2025-09-27,CUST1090,East,Television,Home Appliances,10,14103.4,141034.0,Completed,Priya
100749,2025-06-09,CUST1416,North,Smartphone,Electronics,1,2657.83,2657.83,Completed,Meera
100750,2025-03-02,CUST0456,West,T-Shirt,Fashion,5,280.53,1402.65,Cancelled,Rahul
100751,2025-02-10,CUST0871,East,Washing Machine,Home Appliances,3,4986.98,14960.94,Completed,Meera
100752,2025-12-04,CUST1052,East,Book,Stationery,4,71.75,287.0,Completed,Karan
100753,2025-02-19,CUST0254,West,Laptop,Electronics,5,3504.14,17520.7,Completed,Neha
100754,2025-03-16,CUST0569,North,Television,Home Appliances,6,1555.92,9335.52,Completed,Neha
100755,2025-09-28,CUST0445,West,Laptop,Electronics,10,3934.6,39346.0,Returned,Rahul
100756,2025-12-29,CUST0973,North,Laptop,Electronics,4,4642.15,18568.6,Completed,Rahul
100757,2025-07-14,CUST0869,West,Book,Stationery,3,420.68,1262.04,Completed,Arjun
100758,2025-09-24,CUST0279,South,Headphones,Electronics,2,2596.56,5193.12,Cancelled,Karan
100759,2025-07-17,CUST0581,South,Laptop,Electronics,6,2721.71,16330.26,Completed,Karan
100760,2025-08-08,CUST0387,East,Notebook,Stationery,9,215.5,1939.5,Cancelled,Meera
100761,2025-09-09,CUST1377,East,T-Shirt,Fashion,1,2996.43,2996.43,Completed,Priya
100762,2025-10-30,CUST0209,West,Smartphone,Electronics,7,2302.81,16119.67,Completed,Neha
100763,2025-07-26,CUST0252,West,T-Shirt,Fashion,10,2563.28,25632.8,Cancelled,Meera
100764,2025-12-08,CUST1236,South,Jeans,Fashion,7,1197.07,8379.49,Returned,Karan
100765,2025-09-08,CUST1019,West,Washing Machine,Home Appliances,2,3321.61,6643.22,Completed,Rahul
100766,2025-09-13,CUST1389,East,Laptop,Electronics,1,4236.41,4236.41,Returned,Arjun
100767,2025-02-19,CUST0157,South,T-Shirt,Fashion,5,1941.51,9707.55,Cancelled,Neha
100768,2025-10-05,CUST0704,East,Jacket,Fashion,8,1613.43,12907.44,Returned,Amit
100769,2025-07-12,CUST0907,South,Book,Stationery,7,236.06,1652.42,Completed,Rahul
100770,2025-06-09,CUST1466,South,T-Shirt,Fashion,8,1405.91,11247.28,Completed,Priya
100771,2025-03-22,CUST1038,East,Backpack,Stationery,8,289.88,2319.04,Completed,Meera
100772,2025-01-15,CUST1210,East,Pen,Stationery,5,173.83,869.15,Completed,Sneha
100773,2025-08-08,CUST0707,North,Shoes,Fashion,6,1265.61,7593.66,Completed,Amit
100774,2025-10-31,CUST0174,East,Refrigerator,Home Appliances,4,13313.57,53254.28,Cancelled,Priya
100775,2025-01-20,CUST0944,South,T-Shirt,Fashion,1,1707.57,1707.57,Completed,Arjun
100776,2025-06-12,CUST0774,South,Shoes,Fashion,8,1846.37,14770.96,Completed,Priya
100777,2025-09-15,CUST1367,North,Book,Stationery,4,181.26,725.04,Completed,Karan
100778,2025-02-08,CUST1098,West,Jacket,Fashion,4,1591.46,6365.84,Completed,Amit
100779,2025-02-17,CUST1470,East,Jacket,Fashion,4,1948.8,7795.2,Completed,Karan
100780,2025-04-18,CUST0712,East,Mouse,Electronics,9,2638.71,23748.39,Completed,Karan
100781,2025-08-01,CUST0824,North,Jacket,Fashion,9,1077.39,9696.51,Completed,Meera
100782,2025-10-23,CUST1023,West,Refrigerator,Home Appliances,9,17391.49,156523.41,Completed,Meera
100783,2025-01-31,CUST1070,West,Jacket,Fashion,10,2234.52,22345.2,Completed,Rahul
100784,2025-07-30,CUST0653,East,Refrigerator,Home Appliances,5,17038.32,85191.6,Completed,Arjun
100785,2025-11-04,CUST0484,South,Jeans,Fashion,3,918.05,2754.15,Completed,Rahul
100786,2025-06-08,CUST0951,South,Refrigerator,Home Appliances,4,16143.85,64575.4,Completed,Arjun
100787,2025-03-11,CUST0060,North,Book,Stationery,4,96.49,385.96,Cancelled,Karan
100788,2025-09-06,CUST0041,East,Television,Home Appliances,1,19311.95,19311.95,Cancelled,Priya
100789,2025-07-28,CUST0745,East,Jeans,Fashion,2,2721.61,5443.22,Completed,Rahul
100790,2025-03-03,CUST1069,North,Refrigerator,Home Appliances,10,14955.13,149551.3,Completed,Priya
100791,2025-06-10,CUST0675,South,Television,Home Appliances,2,15690.63,31381.26,Cancelled,Neha
100792,2025-04-20,CUST0563,South,Notebook,Stationery,3,71.27,213.81,Completed,Amit
100793,2025-08-05,CUST0973,West,Pen,Stationery,2,171.92,343.84,Returned,Rahul
100794,2025-01-11,CUST1322,East,Jacket,Fashion,6,2499.82,14998.92,Cancelled,Amit
100795,2025-11-24,CUST1435,North,Washing Machine,Home Appliances,9,8309.11,74781.99,Returned,Priya
100796,2025-07-21,CUST0524,North,Washing Machine,Home Appliances,7,1149.46,8046.22,Completed,Neha
100797,2025-11-20,CUST0650,South,T-Shirt,Fashion,3,2764.49,8293.47,Cancelled,Karan
100798,2025-06-20,CUST1470,South,Keyboard,Electronics,8,3816.24,30529.92,Cancelled,Priya
100799,2025-06-30,CUST0862,North,Television,Home Appliances,5,10620.36,53101.8,Completed,Amit
100800,2025-03-11,CUST0007,South,Smartphone,Electronics,8,4059.59,32476.72,Completed,Karan
100801,2025-09-22,CUST1462,West,Shoes,Fashion,2,641.9,1283.8,Cancelled,Arjun
100802,2025-03-10,CUST0534,West,Jacket,Fashion,8,2645.82,21166.56,Completed,Sneha
100803,2025-04-04,CUST0806,South,T-Shirt,Fashion,2,1360.59,2721.18,Returned,Neha
100804,2025-11-17,CUST0469,East,Laptop,Electronics,9,3411.98,30707.82,Returned,Neha
100805,2025-08-08,CUST1230,North,T-Shirt,Fashion,1,1322.9,1322.9,Completed,Sneha
100806,2025-09-27,CUST0892,South,Television,Home Appliances,2,1268.18,2536.36,Cancelled,Meera
100807,2025-05-17,CUST0590,South,Smartphone,Electronics,4,1357.45,5429.8,Completed,Arjun
100808,2025-05-25,CUST1489,West,Television,Home Appliances,4,19908.94,79635.76,Completed,Arjun
100809,2025-05-01,CUST1266,South,Refrigerator,Home Appliances,5,19546.44,97732.2,Returned,Sneha
100810,2025-06-15,CUST1420,South,Book,Stationery,1,245.06,245.06,Completed,Arjun
100811,2025-01-31,CUST0107,North,Pen,Stationery,2,65.73,131.46,Returned,Meera
100812,2025-11-14,CUST0781,North,Shoes,Fashion,1,910.24,910.24,Returned,Sneha
100813,2025-05-14,CUST0348,South,Television,Home Appliances,1,12029.25,12029.25,Returned,Meera
100814,2025-08-10,CUST0291,North,Refrigerator,Home Appliances,6,14494.86,86969.16,Completed,Amit
100815,2025-08-09,CUST0580,North,Washing Machine,Home Appliances,5,15208.64,76043.2,Completed,Karan
100816,2025-09-09,CUST0310,South,Jacket,Fashion,3,1083.52,3250.56,Completed,Rahul
100817,2025-05-14,CUST0335,South,Smartphone,Electronics,3,661.38,1984.14,Completed,Meera
100818,2025-10-15,CUST0994,South,Keyboard,Electronics,6,4949.68,29698.08,Completed,Rahul
100819,2025-05-26,CUST0370,West,Headphones,Electronics,2,1416.8,2833.6,Completed,Karan
100820,2025-10-20,CUST0370,South,Television,Home Appliances,1,10994.29,10994.29,Returned,Neha
100821,2025-12-15,CUST1394,East,Book,Stationery,6,32.46,194.76,Completed,Priya
100822,2025-12-29,CUST1351,South,T-Shirt,Fashion,1,426.98,426.98,Completed,Karan
100823,2025-08-20,CUST0666,West,Headphones,Electronics,1,3452.78,3452.78,Completed,Amit
100824,2025-10-08,CUST1234,South,Jeans,Fashion,1,2282.64,2282.64,Completed,Karan
100825,2025-04-17,CUST0334,South,Refrigerator,Home Appliances,7,2694.58,18862.06,Cancelled,Karan
